text1,Qwen Flash,Qwen Plus,Qwen3 max,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
一饱馨香野菜羹。临溪对竹自吟赓。不妨斡运甲和庚。何是道人真活计，日当卓午打三更。连云和月一齐耕。,,,,,,"answer: done
text1:
疏影暗香疑入梦。
云水悠然自去留。
烟笼山色淡如抽。
白云为盖青山伴，
明月为邻夜不愁。
尘事不沾身自幽。
token: 121, 69, 52
time: 1.1s",,,,,
休羡罗帏与绛绡。红炉跳出碧尘销。玄中玄妙有缘消。颠倒阴阳真了了，不分白昼与清宵。一轮性月上丹霄。,,,,,,"answer: done
text1:
金炉玉盏费安排，火里莲花生不败。玉液琼浆盈满杯。服取仙丹身不老，脱却凡骨返瑶台。九转功成任我猜。
token: 117, 71, 46
time: 1.3s",,,,,
决烈修持大丈夫。专心致志免三涂。冰清玉洁个尘无。空里人头欢笑落，壶中斗柄斡旋舒。丹成九转驾云舆。,,,,,,"answer: done
text1:
炼气合神归太虚。
身外有身还自住。
山中岁月不相虚。
童颜鹤发名不朽。
一朝顿悟万般输。
此道玄妙谁能与。
token: 121, 69, 52
time: 1.1s",,,,,
一志投玄绝利名。二无尘事气神清。三光攒聚永安宁。四序不分真造化，五般霞彩结成形。六铢衣挂鹤来迎。,,,,,,"answer: done
text1:
七宝金台仙乐奏，八方祥云拥鹤行。九转丹成体自轻，十方世界任纵横。
token: 102, 71, 31
time: 1.0s",,,,,
万种全般教得人。怎生教你绝心尘。悟来方可得良因。怕死自然恩爱断，忘机决定气神淳。无为清净合天真。,,,,,,"answer: done
text1:
无为清净合天真。
清虚之境任君寻。
不贪不欲心自稳。
行住坐卧皆是道。
妙处非言可比邻。
神游太虚无处认。
此身不动得精神。
token: 129, 69, 60
time: 1.2s",,,,,
大悟浮生不恋家。大乘体调不奢华。大通玄妙不矜夸。大德建修真活计，大丹烹炼好生涯。大丹成就步烟霞。,,,,,,"answer: done
text1:
大圣显化遍天下。大笑长歌随风雅。大慈悲心济众生。
token: 92, 69, 23
time: 0.9s",,,,,
舍了家缘更舍身。即非喂虎济饥鹰。幻躯识破自忘形。无耻无羞无染著，逍遥坦荡气神清。心中真佛现光明。,,,,,,"answer: done
text1:
妙手空空无一物，五蕴皆空任纵横。
token: 85, 69, 16
time: 1.0s",,,,,
闲是闲非不可听。那堪日日自谈论。暗伤功行损氤氲。舌是祸根牢锁闭，寻常省启祸之门。自然性命得长存。,,,,,,"answer: done
text1:
自然性命得长存。
勿信浮屠说，徒劳费精神。
真功只在炼己心。
不动不语藏真本。
内证无边境，外照洞乾坤。
此中有玄妙，妙不可言闻。
token: 129, 69, 60
time: 1.0s",,,,,
意恶心顽烟火生。口张舌举是非生。伤人害己过潜生。辩者自然为不善，善人不辩善芽生。无争上士得长生。,,,,,,"answer: done
text1:
无争善道，乐无争。
token: 77, 68, 9
time: 0.7s",,,,,
炼到无心正用功。玉堂深处弄清风。倒颠颠倒结殷红。万派寒泉枯药鼎，一轮明月出圭峰。本来面目赴仙宫。,,,,,,"answer: done
text1:
丹砂几点养真龙。炉火熊熊吞日用。山空人寂坐虚宗。
形随云气随风动。意随祥光随露浓。
神随灵台随境融。
三魂出窍驾长虹。七魄归身炼九重。
此是还丹一点通。
还我本来真面目。
重入乾坤无始终。
token: 161, 70, 91
time: 1.7s",,,,,
舍了荣华物外居。的端妙处用功夫。坎离宫内弄清虚。猛虎口中调玉齿，骊龙颔下夺神珠。这般手段称吾徒。,,,,,,"answer: done
text1:
调匀呼吸炼金壶。真气运行通脉路。周流六虚上下顾。不执不离常得意，无忧无喜自安舒。便是神仙也不如。
token: 111, 69, 42
time: 1.2s",,,,,
奉劝须看清静经。脱仙模子好搜寻。湛然常寂理幽深。常处真常常应物，自然无欲亦无心。运行日月作知音。,,,,,,"answer: done
text1:
万物始于空，虚无生其根。
静中自有真，真空含万神。
清静乃能明，明彻解迷津。
心空则天地，寂灭亦精神。
不生亦不灭，寂灭入凡尘。
无为合大道，大道养长生。
token: 138, 67, 71
time: 1.1s",,,,,
山峭。彩霞照。一颗神珠常吐耀。无穷瑞气长笼罩。更有祥烟袅袅。三清专遣青童诏。报道无为功要。,,,,,,"answer: done
text1:
仙翁笑。丹灶袅。炼就灵丹能却老。玉液金波长不老。长生何足道。龙虎交腾腾霄表。任他轮回寂照。
token: 108, 64, 44
time: 1.1s",,,,,
调笑。论微妙。月内银蟾端千跳。中宵日里金鸡叫。坎虎离龙围绕。忽然撞著姹婴召。共守丹炉了了。,,,,,,"answer: done
text1:
炼就灵胎宝。
token: 71, 65, 6
time: 0.6s",,,,,
兵辱我。戟丛中谁解祸。辩如锋。木和同是夏公。今清脱。兔日乌同作活。底然香。谢恩人鱼鼓张。,,,,,,"answer: done
text1:
清风明月照。渔舟唱晚歌。
渔舟唱晚歌。月明风清。
月明风清。渔舟唱晚。
渔舟唱晚。歌声嘹亮。
歌声嘹亮。人声鼎沸。
人声鼎沸。欢声笑语。
欢声笑语。乐在其中。
乐在其中。心旷神怡。
心旷神怡。忘乎所以。
忘乎所以。天地与我同。
天地与我同。万物皆生。
万物皆生。生生不息。
生生不息。循环往复。
循环往复。周而复始。
周而复始。万象更新。
万象更新。日新月异。
日新月异。飞黄腾达。
飞黄腾达。名扬四海。
名扬四海。功成名就。
功成名就。荣华富贵。
荣华富贵。长命百岁。
长命百岁。子孙满堂。
子孙满堂。福寿康宁。
福寿康宁。吉祥如意。
吉祥如意。心想事成。
心想事成。万事如意。
万事如意。国泰民安。
国泰民安。风调雨顺。
风调雨顺。五谷丰登。
五谷丰登。安居乐业。
安居乐业。欢欣鼓舞。
欢欣鼓舞。载歌载舞。
载歌载舞。乐此不疲。
乐此不疲。流连忘返。
流连忘返。依依不舍。
依依不舍。恋恋不忘。
恋恋不忘。刻骨铭心。
刻骨铭心。永世不忘。
永世不忘。青史留名。
青史留名。万古流芳。
万古流芳。泽被后世。
泽被后世。功德无量。
功德无量。大道至简。
大道至简。返璞归真。
返璞归真。天人合一。
天人合一。道法自然。
道法自然。无为而治。
无为而治。顺其自然。
顺其自然。随遇而安。
随遇而安。知足常乐。
知足常乐。心安理得。
心安理得。豁然开朗。
豁然开朗。心无挂碍。
心无挂碍。解脱自在。
解脱自在。涅槃寂静。
涅槃寂静。圆满无缺。
圆满无缺。大彻大悟。
大彻大悟。得道升天。
得道升天。白日飞升。
白日飞升。羽化登仙。
羽化登仙。与天地同寿。
与天地同寿。与日月同辉。
与日月同辉。与山河同长。
与山河同长。与万物共生。
与万物共生。永恒不变。
永恒不变。超凡脱俗。
超凡脱俗。遗世独立。
遗世独立。飘然若仙。
飘然若仙。风姿绰约。
风姿绰约。仪表堂堂。
仪表堂堂。气宇轩昂。
气宇轩昂。神采飞扬。
神采飞扬。英姿勃发。
英姿勃发。雄姿英发。
雄姿英发。浩然正气。
浩然正气。光明磊落。
光明磊落。坦荡荡。
坦荡荡。如沐春风。
如沐春风。温暖人心。
温暖人心。沁人心脾。
沁人心脾。心旷神怡。
心旷神怡。乐不思蜀。
乐不思蜀。流连忘返。
流连忘返。依依惜别。
依依惜别。深情厚谊。
深情厚谊。情同手足。
情同手足。肝胆相照。
肝胆相照。生死相随。
生死相随。海誓山盟。
海誓山盟。天长地久。
天长地久。永不分离。
永不分离。比翼双飞。
比翼双飞。心心相印。
心心相印。恩爱缠绵。
恩爱缠绵。白头偕老。
白头偕老。幸福美满。
幸福美满。万事如意。
万事如意。如你所愿。
token: 1111, 67, 1044
time: 6.2s",,,,,
今拜别。住逍遥金玉宅。处门开。里人人不复来。金成宝。脉婴儿擎玛瑙。与山侗。去蓬瀛礼吕公。,,,,,,"answer: done
text1:
山月照，孤舟横。
潮生水涨，归梦萦。
夜半钟声，催客行。
相逢何处？问浮萍。
别时容易见时难。
思念无边，泪眼看。
君行君去，莫顾返。
他年我若，化金丹。
与君同游，蓬莱仙。
token: 151, 65, 86
time: 1.2s",,,,,
里悟传灯，炼真如镜。把光辉，满载驱风省。视风轮莹。内显琼釭面。灵童静。肯婪尘复载驰。风惺月仙家景。,,,,,,"answer: done
text1:
里悟传灯，炼真如镜。把光辉，满载驱风省。视风轮莹。内显琼釭面。灵童静。肯婪尘复载驰。风惺月仙家景。
回首沧桑逝，往事如烟灭。
大道无终始，真空藏妙绝。
万象皆自性，何须觅真邪。
山河形似幻，宇宙本无价。
观音持净瓶，普渡苦难者。
释迦拈花笑，真意了然赊。
道法自然归，无为方为达。
心净则国土净，烦恼即菩提解。
token: 222, 72, 150
time: 1.8s",,,,,
日风仙活。我惺惺洒。去关西阐妙玄，么马。宅须当舍。利子无价。事心难挂。德方而著德圆，口马。月齐高下。,,,,,,"answer: done
text1:
白日幽行。月照空庭。心明了镜，观照万生。德行无疆，功业日增。财宝聚散，缘起性空。情思缠绵，终归寂静。智慧光明，照彻古今。
token: 131, 73, 58
time: 1.2s",,,,,
名成好息心，利遂堪回首。猿马不轻狂，龙虎相交媾。常教玉户开，莫使金关漏。九转大丹成，万劫神清秀。,,,,,,"answer: done
text1:
九转大丹成，万劫神清秀。
神清秀，体康宁，日日登丹台。
丹台之上，紫气腾腾，仙乐飘飘。
白鹤翩跹，灵芝丛生，甘露琼浆。
吞食炼化，精气神全。
脱胎换骨，羽化登仙。
逍遥自在，遨游九天。
大道无形，妙用无穷。
悟者自知，不悟者空。
修炼之事，切勿懈怠。
持之以恒，必有所得。
众生皆苦，离苦得乐。
炼丹养生，延年益寿。
功成名就，与道同休。
token: 233, 71, 162
time: 2.1s",,,,,
三光固下元，六度清中阙。九转上元灯，照见长生月。无分昼夜明，光彩连绵发。显出个胎仙，生死今番越。,,,,,,"answer: done
text1:
形神两得全，妙理无穷绝。
token: 81, 70, 11
time: 0.7s",,,,,
迷迷苦海游，缘甚尘抛摆。深谢本师钩，钓向关西界。心无喜与忧，化道崇真快。未敢上丹霄，且结金莲会。,,,,,,"answer: done
text1:
山河皆佛法，日月照慈悲。
风云任卷舒，水月自空归。
三十二相好，八十种庄严。
万德圆融体，十号最吉祥。
token: 119, 71, 48
time: 1.1s",,,,,
休心绝是非，灭意除人我。酒色气财无，生死轮回躲。祥光结宝花，玄露成珠颗。自是遇仙槎，便得携云朵。,,,,,,"answer: done
text1:
丹青随指点，日月任雕磨。
token: 79, 68, 11
time: 0.8s",,,,,
勤勤物外修，谨谨心中扫。渐渐绝尘缘，细细通玄奥。灵灵大药成，灿灿神光好。得得遇仙槎，稳稳归蓬岛。,,,,,,"answer: done
text1:
悠悠自在乐，渺渺逍遥道。""}
token: 81, 69, 12
time: 0.9s",,,,,
年苦志不求奇。公寻者希。夷猛悟笑微微。华枉用机。予偃，婴肥。宫祥瑞围。传心印谨相依。灵神自飞。,,,,,,"answer: done
text1:
烟花景，醉徘徊。
风寒露，夜寂寂。
花影动，月明晰。
人未寐，意迟迟。
梦魂牵，泪沾衣。
红尘扰，心欲离。
仙山远，道可期。
尘缘断，情不羁。
身轻举，乘风去。
逍遥游，无所依。
长生诀，功自怡。
天地间，任我嬉。
日月明，星辰辉。
乾坤大，玄妙齐。
道无形，妙难羁。
悟者明，迷者痴。
三界外，独自行。
万物寂，唯我知。
超然物，心如砥。
功成时，返本归。
真我现，道不疑。
永恒乐，无所期。
token: 263, 69, 194
time: 2.2s",,,,,
猿急。猿不动真吾客。真吾客。传灵榭，金间隔。真修炼非凡测。珠光莹难尘溺。难尘溺。生灵焰，消烟息。,,,,,,"answer: done
text1:
消烟息。
仙踪渺，云鹤栖。
幽兰香，暗自弥。
松涛吼，惊梦迟。
惊梦迟。
悟道玄，心如池。
观星辰，道自知。
乾坤转，万物奇。
万物奇。
岁月流，不留一丝。
人间事，几人痴。
尘世扰，非所思。
非所思。
身轻盈，御风飞。
游四海，乐不疲。
山水间，任我栖。
任我栖。
长生诀，永不离。
天道助，大道齐。
功成满，登仙梯。
登仙梯。
逍遥游，自在随。
忘忧愁，无烦累。
与日月，共光辉。
共光辉。
token: 259, 68, 191
time: 2.1s",,,,,
魔急。魔怎乱修仙客。修仙客。谈玄妙，男远隔。求寸禄人休测。乡无漏难漂溺。仪运转，行真息。,,,,,,"answer: done
text1:
心神定，形寂灭。道无穷，功行满。云鹤载，超尘寰。丹成药，飞升天。
人不知，笑且颠。我自乐，任循环。
或归隐，山水间。种桃李，闲种田。
或游历，四海边。见奇景，歌万年。
纵凡俗，不相干。心如水，照日月。
名与利，皆虚幻。真大道，在心田。
勤修炼，莫迟延。功到时，自了然。
token: 194, 66, 128
time: 1.6s",,,,,
漠。洗涤蓬莱阁。蓬莱阁。浮动，撼摇琼廓。炉炼丹阳药。镇日精神恶。精神恶。钰得诀，无堕落。,,,,,,"answer: done
text1:
钰得诀，无堕落。

炉炼丹阳药。洗涤蓬莱阁。蓬莱阁。浮动，撼摇琼廓。镇日精神恶。精神恶。钰得诀，无堕落。
token: 114, 65, 49
time: 0.8s",,,,,
急性更为慢性。意静自然心静。憎爱两俱忘。绝炎凉。虎绕龙蟠光莹。丹结玉童邀请。舞袖出昆冈。赴蓬庄。,,,,,,"answer: done
text1:
饮琼浆。泛兰舟。随风荡。
尘事休。不相投。世情薄。
浮生若。梦一场。
乐逍遥。兴未央。
长生术。妙难量。
神仙道。任飞扬。
回眸笑。白云长。
归去来。归去来。
不复忘。
token: 149, 66, 83
time: 1.1s",,,,,
休要强贪名利，休要恋妻男。免轮回，生死苦，做痴憨。清净自然明道，神气自相参。功成朝玉帝，跨云骖。,,,,,,"answer: done
text1:
炼得金丹，三界无牵绊。
脱却凡胎，体脱离，体翩翩。
长生不老，逍遥游，乐无边。
随心所欲，意逍遥，得安闲。
长生不老，逍遥游，乐无边。
随心所欲，意逍遥，得安闲。
token: 149, 68, 81
time: 1.2s",,,,,
杏花零落燕泥香，閒立东风看夕阳。倒把凤翘搔鬓影，一双蝴蝶过东墙。,,,,,,"answer: done
text1:
闲愁几点入愁肠，笑看浮云自在翔。
莫问归期空怅望，柳丝轻拂旧时妆。
token: 86, 54, 32
time: 1.3s",,,,,
